Brand,RAM,Rear Camera,Front Camera,Battery,Display Size,Resolution,Screen To Body Ratoio,ROM,Sim Slot,Wifi,Blutooth,FingerPrint Sensor,Price,Processor
Google,8 GB,64 MP + 13 MP,13 MP,4385 mAh,6.1 inches (15.49 cm),1080 x 2400 pixels,81.07 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.19 W/kg, Body: 1.06 W/kg",Wi-Fi Features,Yes,"Rs. 43,999.00","Octa core (2.85 GHz, Dual Core + 2.35 GHz, Dual core + 1.8 GHz, Quad core)"
Samsung,4 GB,50 MP + 5 MP + 2 MP,8 MP,6000 mAh,6.6 inches (16.76 cm),1080 x 2408 pixels,82.68 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 9,699.00","Octa core (2 GHz, Quad Core + 2 GHz, Quad core)"
Samsung,12 GB,108 MP + 48 MP + 12 MP,40 MP,5000 mAh,6.9 inches (17.53 cm),1440 x 3200 pixels,90.62 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 a/b/n/ac/ax) 5GHz, MIMO",Bluetooth,Yes,"Rs. 47,900.00","Octa core (2.73 GHz, Dual Core + 2.5 GHz, Dual core + 2 GHz, Quad core)"
Apple,4 GB,12 MP + 12 MP,12 MP,3110 mAh,6.1 inches (15.49 cm),828 x 1792 pixels,79.79 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.09 W/kg, Body: 1.18 W/kg",Wi-Fi Features,No,"Rs. 40,999.00","Hexa Core (2.65 GHz, Dual Core + 1.8 GHz, Quad core)"
POCO,6 GB,48 MP + 8 MP + 2 MP,13 MP,5000 mAh,6.67 inches (16.94 cm),1080 x 2400 pixels,85.02 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 0.842 W/kg, Body: 0.682 W/kg",Wi-Fi Features,Yes,"Rs. 15,999.00","Octa core (2.2 GHz, Dual Core + 1.7 GHz, Hexa Core)"
Xiaomi,2 GB,8 MP + 0.08 MP,5 MP,5000 mAh,6.52 inches (16.56 cm),720 x 1600 pixels,81.15 %,"32 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Excellent            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 4 (802.11 b/g/n)",Wi-Fi Calling,No,"Rs. 5,899.00","Octa core (2.2 GHz, Quad Core + 1.7 GHz, Quad core)"
Moto,6 GB,50 MP + 8 MP + 2 MP,16 MP,5000 mAh,6.5 inches (16.51 cm),1080 x 2400 pixels,85.31 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.05 W/kg, Body: 1.21 W/kg",Wi-Fi Features,Yes,"Rs. 17,050.00","Octa core (2.2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
realme,8 GB,50 MP + 8 MP + 2 MP,16 MP,5000 mAh,6.62 inches (16.81 cm),1080 x 2400 pixels,85.69 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.096 W/kg, Body: 0.881 W/kg",Wi-Fi Features,Yes,"Rs. 24,999.00","Octa core (2.84 GHz, Single Core + 2.42 GHz, Tri core + 1.8 GHz, Quad core)"
realme,6 GB,48 MP + 2 MP + 2 MP,16 MP,5000 mAh,6.6 inches (16.76 cm),1080 x 2412 pixels,84.39 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.159 W/kg, Body: 1.028 W/kg",Wi-Fi Features,Yes,"Rs. 19,999.00","Octa core (2.4 GHz, Single Core + 2.2 GHz, Tri core + 1.9 GHz, Quad core)"
vivo,8 GB,50 MP + 12 MP + 12 MP,32 MP,4810 mAh,6.78 inches (17.22 cm),1260 x 2800 pixels,90.9 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.14 W/kg, Body: 0.66 W/kg",Wi-Fi Features,Yes,"Rs. 59,999.00","Octa core (3.05 GHz, Single Core + 2.85 GHz, Tri core + 1.8 GHz, Quad core)"
vivo,12 GB,50 MP + 12 MP + 50 MP,32 MP,4870 mAh,6.78 inches (17.22 cm),1260 x 2800 pixels,90.84 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.24 W/kg, Body: 1.24 W/kg",Wi-Fi Features,Yes,"Rs. 84,999.00","Octa core (3.05 GHz, Single Core + 2.85 GHz, Tri core + 1.8 GHz, Quad core)"
Samsung,8 GB,50 MP + 12 MP + 10 MP,12 MP,3900 mAh,6.1 inches (15.49 cm),1080 x 2340 pixels,87.87 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM",Head: 0.869 W/kg,Wi-Fi Features,Yes,"Rs. 68,440.00","Octa core (3.36 GHz, Single Core + 2.8 GHz, Quad core + 2 GHz, Tri core)"
POCO,6 GB,108 MP + 8 MP + 2 MP,16 MP,5000 mAh,6.67 inches (16.94 cm),1080 x 2400 pixels,86.76 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 0.862 W/kg, Body: 0.868 W/kg",Wi-Fi Features,Yes,"Rs. 21,999.00","Octa core (2.4 GHz, Single Core + 2.2 GHz, Tri core + 1.8 GHz, Quad core)"
Samsung,12 GB,108 MP + 12 MP + 10 MP + 10 MP,40 MP,5000 mAh,6.8 inches (17.27 cm),1440 x 3088 pixels,90.28 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM",Head: 0.555 W/kg,Wi-Fi Features,Yes,"Rs. 81,400.00","Octa core (3 GHz, Single Core + 2.4 GHz, Tri core + 1.7 GHz, Quad core)"
Xiaomi,12 GB,50 MP + 50 MP + 50 MP,32 MP,4820 mAh,6.73 inches (17.09 cm),1440 x 3200 pixels,89.98 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6E (802.11 a/b/g/n/ac/ax) 5GHz 6GHz, MIMO",Bluetooth,Yes,"Rs. 79,999.00","Octa core (3.2 GHz, Single Core + 2.8 GHz, Quad core + 2 GHz, Tri core)"
Tecno,8 GB,64 MP + 2 MP + 0.08 MP,32 MP,5000 mAh,6.67 inches (16.94 cm),1080 x 2400 pixels,86.99 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM, Dual VoLTE","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 14,999.00","Octa core (2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
Xiaomi,6 GB,64 MP + 8 MP + 2 MP,16 MP,5080 mAh,6.6 inches (16.76 cm),1080 x 2460 pixels,85.34 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 a/b/g/n/ac/ax) 5GHz, MIMO",Bluetooth,Yes,"Rs. 20,999.00","Octa core (2.85 GHz, Quad Core + 2 GHz, Quad core)"
vivo,8 GB,64 MP + 2 MP + 2 MP,16 MP,4500 mAh,6.38 inches (16.21 cm),1080 x 2400 pixels,84.14 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 4 (802.11 b/g/n) 5GHz",Bluetooth,Yes,"Rs. 23,999.00","Octa core (2.4 GHz, Dual Core + 2 GHz, Hexa Core)"
OPPO,8 GB,64 MP + 2 MP + 2 MP,32 MP,5000 mAh,6.72 inches (17.07 cm),1080 x 2400 pixels,86.51 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.192 W/kg, Body: 0.962 W/kg",Wi-Fi Features,Yes,"Rs. 24,999.00","Octa core (2.2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
Tecno,8 GB,64 MP + 2 MP + 2 MP,32 MP,5000 mAh,6.67 inches (16.94 cm),1080 x 2400 pixels,86.98 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac)",Bluetooth,Yes,"Rs. 19,999.00","Octa core (3 GHz, Single Core + 2.6 GHz, Tri core + 2 GHz, Quad core)"
iQOO,4 GB,50 MP + 2 MP,8 MP,5000 mAh,6.58 inches (16.71 cm),1080 x 2408 pixels,84.09 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.18 W/kg, Body: 0.66 W/kg",Wi-Fi Features,Yes,"Rs. 13,689.00","Octa core (2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
OPPO,8 GB,108 MP + 2 MP + 2 MP,32 MP,4800 mAh,6.7 inches (17.02 cm),1080 x 2412 pixels,89.87 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.179 W/kg, Body: 0.922 W/kg",Wi-Fi Features,Yes,"Rs. 29,999.00","Octa core (2.2 GHz, Dual Core + 1.7 GHz, Hexa Core)"
Moto,8 GB,50 MP + 8 MP,16 MP,5000 mAh,6.5 inches (16.51 cm),1080 x 2400 pixels,85.64 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz, MIMO",Bluetooth,Yes,"Rs. 17,980.00","Octa core (2.2 GHz, Dual Core + 2 GHz, Hexa Core)"
Samsung,6 GB,48 MP + 8 MP + 5 MP,13 MP,5000 mAh,6.6 inches (16.76 cm),1080 x 2340 pixels,84.7 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz, MIMO",Bluetooth,Yes,"Rs. 30,200.00","Octa core (2.6 GHz, Dual Core + 2 GHz, Hexa Core)"
Xiaomi,4 GB,50 MP + 0.08 MP,5 MP,5000 mAh,6.71 inches (17.04 cm),720 x 1650 pixels,83.08 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 8,799.00","Octa core (2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
POCO,4 GB,50 MP + 2 MP,5 MP,5000 mAh,6.71 inches (17.04 cm),720 x 1650 pixels,83.08 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 0.868 W/kg, Body: 0.769 W/kg",Wi-Fi Features,Yes,"Rs. 7,999.00","Octa core (2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
Xiaomi,4 GB,50 MP + 2 MP,8 MP,5000 mAh,6.58 inches (16.71 cm),1080 x 2408 pixels,83.92 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 0.853 W/kg, Body: 0.846 W/kg",Wi-Fi Features,Yes,"Rs. 12,999.00","Octa core (2.2 GHz, Dual Core + 2 GHz, Hexa Core)"
Samsung,8 GB,108 MP + 12 MP + 5 MP + 5 MP,32 MP,5000 mAh,6.7 inches (17.02 cm),1080 x 2400 pixels,87 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM",Head: 1.140 W/kg,Wi-Fi Features,Yes,"Rs. 35,750.00","Octa core (2.4 GHz, Single Core + 2.2 GHz, Single core + 1.9 GHz, Hexa Core)"
Google,6 GB,12.2 MP + 12 MP,8 MP,4410 mAh,6.1 inches (15.49 cm),1080 x 2400 pixels,82.21 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.10 W/kg, Body: 1.16 W/kg",Wi-Fi Features,Yes,"Rs. 28,989.00","Octa core (2.8 GHz, Dual Core + 2.25 GHz, Dual core + 1.8 GHz, Quad core)"
Motorola,6 GB,50 MP + 50 MP + 2 MP,32 MP,4020 mAh,6.5 inches (16.51 cm),1080 x 2400 pixels,86.3 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.13 W/kg, Body: 1.08 W/kg",Wi-Fi Features,Yes,"Rs. 23,490.00","Octa core (2.5 GHz, Single Core + 2.2 GHz, Tri core + 1.9 GHz, Quad core)"
Itel,8 GB,50 MP + 0.08 MP,8 MP,5000 mAh,6.6 inches (16.76 cm),720 x 1612 pixels,84.38 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 4 (802.11 b/g/n)",Bluetooth,Yes,"Rs. 8,999.00","Octa core (1.6 GHz, Dual Core + 1.6 GHz, Hexa Core)"
iQOO,8 GB,64 MP + 2 MP + 2 MP,16 MP,5000 mAh,6.78 inches (17.22 cm),1080 x 2400 pixels,87.57 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.22 W/kg, Body: 1.11 W/kg",Wi-Fi Features,Yes,"Rs. 27,999.00","Octa core (3.1 GHz, Single Core + 3 GHz, Tri core + 2 GHz, Quad core)"
Infinix,4 GB,108 MP + 2 MP + 0.08 MP,16 MP,5000 mAh,6.78 inches (17.22 cm),1080 x 2460 pixels,84.81 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz, MIMO",Bluetooth,Yes,"Rs. 14,999.00","Octa core (2.4 GHz, Dual Core + 2 GHz, Hexa Core)"
Apple,6 GB,48 MP + 12 MP + 12 MP,12 MP,4323 mAh,6.7 inches (17.02 cm),1290 x 2796 pixels,88.17 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 a/b/g/n/ac/ax), MIMO",Wi-Fi Calling,No,"Rs. 127,999.00","Hexa Core (3.46 GHz, Dual Core + 2.02 GHz, Quad core)"
OnePlus,8 GB,50 MP + 8 MP + 2 MP,32 MP,4500 mAh,6.43 inches (16.33 cm),1080 x 2400 pixels,85.71 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.14 W/kg, Body: 1.15 W/kg",Wi-Fi Features,Yes,"Rs. 28,999.00","Octa core (3 GHz, Single Core + 2.6 GHz, Tri core + 2 GHz, Quad core)"
Samsung,4 GB,50 MP + 2 MP,13 MP,6000 mAh,6.6 inches (16.76 cm),1080 x 2408 pixels,81.67 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 13,490.00","Octa core (2.4 GHz, Dual Core + 2 GHz, Hexa Core)"
realme,4 GB,64 MP + 2 MP,8 MP,5000 mAh,6.72 inches (17.07 cm),1080 x 2400 pixels,86.74 %,"64 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 10,999.00","Octa core (2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
OnePlus,6 GB,64 MP + 2 MP + 2 MP,16 MP,5000 mAh,6.59 inches (16.74 cm),1080 x 2412 pixels,84.41 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.186 W/kg, Body: 0.709 W/kg",Wi-Fi Features,Yes,"Rs. 17,999.00","Octa core (2.2 GHz, Dual Core + 1.7 GHz, Hexa Core)"
OnePlus,8 GB,50 MP + 48 MP + 32 MP,16 MP,5000 mAh,6.7 inches (17.02 cm),1440 x 3216 pixels,89.68 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.186 W/kg, Body: 0.993 W/kg",Wi-Fi Features,Yes,"Rs. 56,999.00","Octa core (3.2 GHz, Single Core + 2.8 GHz, Quad core + 2 GHz, Tri core)"
iQOO,8 GB,64 MP + 8 MP + 2 MP,16 MP,4700 mAh,6.62 inches (16.81 cm),1080 x 2400 pixels,85.3 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 24,999.00","Octa core (3.2 GHz, Single Core + 2.42 GHz, Tri core + 1.8 GHz, Quad core)"
vivo,8 GB,50 MP + 8 MP + 2 MP,50 MP,4600 mAh,6.78 inches (17.22 cm),1080 x 2400 pixels,90.42 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.22 W/kg, Body: 0.89 W/kg",Wi-Fi Features,Yes,"Rs. 37,999.00","Octa core (3.1 GHz, Single Core + 3 GHz, Tri core + 2 GHz, Quad core)"
Samsung,4 GB,50 MP + 2 MP + 2 MP,13 MP,6000 mAh,6.6 inches (16.76 cm),1080 x 2408 pixels,81.67 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 5 (802.11 a/b/g/n/ac) 5GHz",Bluetooth,Yes,"Rs. 13,490.00","Octa core (2.4 GHz, Dual Core + 2 GHz, Hexa Core)"
Samsung,8 GB,12 MP + 8 MP + 12 MP,32 MP,4500 mAh,6.5 inches (16.51 cm),1080 x 2400 pixels,85.68 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 b/g/n/ac/ax)",Bluetooth,Yes,"Rs. 26,979.00","Octa core (2.84 GHz, Single Core + 2.42 GHz, Tri core + 1.8 GHz, Quad core)"
Xiaomi,8 GB,200 MP + 8 MP + 2 MP,16 MP,4980 mAh,6.67 inches (16.94 cm),1080 x 2400 pixels,86.72 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 0.865 W/kg, Body: 0.836 W/kg",Wi-Fi Features,Yes,"Rs. 29,399.00","Octa core (2.6 GHz, Dual Core + 2 GHz, Hexa Core)"
Apple,6 GB,12 MP + 12 MP,12 MP,3279 mAh,6.1 inches (15.49 cm),1170 x 2532 pixels,86.89 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 a/b/g/n/ac/ax), MIMO",Wi-Fi Calling,No,"Rs. 69,999.00","Hexa Core (3.23 GHz, Dual Core + 1.82 GHz, Quad core)"
realme,6 GB,64 MP + 8 MP + 2 MP,16 MP,5000 mAh,6.62 inches (16.81 cm),1080 x 2400 pixels,85.69 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.173 W/kg, Body: 0.902 W/kg",Wi-Fi Features,Yes,"Rs. 22,999.00","Octa core (3.2 GHz, Single Core + 2.42 GHz, Tri core + 1.8 GHz, Quad core)"
Nothing,8 GB,50 MP + 50 MP,16 MP,4500 mAh,6.55 inches (16.64 cm),1080 x 2400 pixels,85.84 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.292 W/kg, Body: 1.093 W/kg",Wi-Fi Features,Yes,"Rs. 29,999.00","Octa core (2.5 GHz, Single Core + 2.4 GHz, Tri core + 1.8 GHz, Quad core)"
Samsung,4 GB,50 MP + 8 MP + 2 MP,8 MP,5000 mAh,6.6 inches (16.76 cm),1080 x 2408 pixels,82.53 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM",Head: 1.240 W/kg,Wi-Fi Features,Yes,"Rs. 14,499.00","Octa core (2.2 GHz, Dual Core + 1.8 GHz, Hexa Core)"
OnePlus,8 GB,108 MP + 2 MP + 2 MP,16 MP,5000 mAh,6.72 inches (17.07 cm),1080 x 2400 pixels,86.68 %,"256 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.167 W/kg, Body: 0.704 W/kg",Wi-Fi Features,Yes,"Rs. 21,999.00","Octa core (2.2 GHz, Dual Core + 1.7 GHz, Hexa Core)"
Apple,4 GB,12 MP + 12 MP,12 MP,3227 mAh,6.1 inches (15.49 cm),1170 x 2532 pixels,86.89 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Head: 1.18 W/kg, Body: 1.19 W/kg",Wi-Fi Features,No,"Rs. 61,999.00","Hexa Core (3.23 GHz, Dual Core + 1.82 GHz, Quad core)"
OnePlus,8 GB,50 MP + 8 MP + 2 MP,16 MP,5000 mAh,6.7 inches (17.02 cm),1080 x 2412 pixels,87.9 %,"128 GB
                                                                                        
             
        
            
                
                
                
                
            
        

        Best in Class            
                ▾","Dual SIM, GSM+GSM","Yes, Wi-Fi 6 (802.11 a/b/g/n/ac/ax) 5GHz, MIMO",Bluetooth,Yes,"Rs. 34,999.00","Octa core (2.85 GHz, Quad Core + 2 GHz, Quad core)"